code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type,place
YAD,,Moose Lake,50.38333,-105.53333,1833,,America/Winnipeg,YAD,CA,,,,AP,Moose Lake
YAE,,Alta Lake,50.166668,-123,4671,,America/Vancouver,YAE,CA,,,,AP,Alta Lake
YAF,,Asbestos Hill,45.766666,-71.95,643,,America/Montreal,YAF,CA,Asbestos,Quebec,Estrie,AP,Asbestos
YAG,CYAG,Fort Frances Municipal Airport,48.65356595,-93.44405184,1135,,America/Winnipeg,YAG,CA,International Falls,Minnesota,Koochiching County,AP,International Falls
YAH,CYAH,Lagrande 4,53.75,-73.65,1066,,America/Montreal,YAH,CA,,,,AP,Lagrande 4
YAI,SCCH,Chillan,-36.6,-72.11667,367,,America/Santiago,YAI,CL,Chillan,Biobio,Provincia de Nuble,AP,Chillan
YAJ,,Lyall Harbour,48.7984705,-123.2023758,0,,America/Vancouver,YAJ,CA,,,,AP,Lyall Harbour
YAK,PAYA,Yakutat Airport,59.500813550000004,-139.6440808,19,,America/Yakutat,YAK,US,,,,AP,Yakutat Airport
YAL,CYAL,Alert Bay,50.5825431,-126.9165116,206,,America/Vancouver,YAL,CA,,,,AP,Alert Bay
YAM,CYAM,Sault Ste Marie Airport,46.4850006,-84.5093994,613,http://www.saultairport.com/,America/Toronto,YAM,CA,Sault Ste Marie,Ontario,Algoma District,AP,Sault Ste Marie
YAN,FZIR,Yangambi,0.783333,24.4,1394,,Africa/Lubumbashi,YAN,CD,Yangambi,Eastern Province,Sous-Region de la Tshopo,AP,Yangambi
YAO,FKKY,Yaounde Airport,3.8360955,11.521790801578737,2398,,Africa/Douala,YAO,CM,Yaounde,Centre,,AP,Yaounde
YAP,PTYA,Yap International Airport,9.49898575,138.08313625016342,108,,Pacific/Chuuk,YAP,FM,Colonia,Yap,Weloy Municipality,AP,Colonia
YAQ,,Maple Bay,48.803377,-123.5999202,0,,America/Vancouver,YAQ,CA,,,,AP,Maple Bay
YAR,CYAD,Lagrande 3,53.55,-76.2,629,,America/Montreal,YAR,CA,Chapais,Quebec,Nord-du-Quebec,AP,Chapais
YAS,NFSW,Yasawa Island,-16.75937,177.54566412061018,26,,Pacific/Fiji,YAS,FJ,Ba,Western,,AP,Ba
YAT,CYAT,Attawapiskat,52.9275937,-82.4311126,39,,America/Toronto,YAT,CA,,,,AP,Attawapiskat
YAU,CTP9,Kattiniq/donaldson,61.66341865,-73.30730481,1896,,America/Montreal,YAU,CA,,,,AP,Kattiniq/donaldson
YAV,CAW7,Miners Bay,48.86667,-123.3,150,,America/Vancouver,YAV,CA,,,,AP,Miners Bay
YAW,,Shearwater,44.86667,-63.61667,104,,America/Halifax,YHZ,CA,Dartmouth,Nova Scotia,,AP,Dartmouth
YAX,CKB6,Angling Lake Airport,53.251945,-89.565,875,,America/Winnipeg,YAX,CA,,,,AP,Angling Lake Airport
YAY,CYAY,St Anthony,51.36667,-55.583332,0,,America/St_Johns,YAY,CA,Lewisporte,Newfoundland and Labrador,,AP,Lewisporte
YAZ,CYAZ,Tofino Airport,49.08161545,-125.7793207,62,http://www.acrd.bc.ca/long-beach-airport,America/Vancouver,YAZ,CA,,,,AP,Tofino Airport
YBA,CYBA,Banff,51.166668,-115.566666,4609,,America/Edmonton,YBA,CA,Banff,Alberta,,AP,Banff
YBB,CYBB,Kugaaruk,68.88333,-89.85,0,,America/Cambridge_Bay,YBB,CA,,,,AP,Kugaaruk
YBC,CYBC,Baie-Comeau Airport,49.2,-68.26667,154,,America/Montreal,YBC,CA,Baie-Comeau,Quebec,Cote-Nord,AP,Baie-Comeau
YBD,,New Westminster,49.216667,-122.9,157,,America/Vancouver,YBD,CA,New Westminster,British Columbia,,AP,New Westminster
YBE,CYBE,Uranium City,59.56092115,-108.4830324,1013,,America/Regina,YBE,CA,,,,AP,Uranium City
YBF,CAE9,Bamfield,48.820617150000004,-125.119265,180,,America/Vancouver,YBF,CA,,,,AP,Bamfield
YBG,CYBG,Saguenay-Bagotville Airport,48.331432500000005,-70.99492947,501,,America/Montreal,YBG,CA,,,,AP,Saguenay-Bagotville Airport
YBH,,Bull Harbour,50.9143849,-127.9355689,0,,America/Vancouver,YBH,CA,,,,AP,Bull Harbour
YBI,CCE4,Black Tickle,53.47021675,-55.78850108,19,,America/Goose_Bay,YBI,CA,,,,AP,Black Tickle
YBJ,,Baie Johan Beetz,50.5,-62.916668,501,,America/Montreal,YBJ,CA,,,,AP,Baie Johan Beetz
YBK,CYBK,Baker Lake,64.2995541,-96.07822306,45,,America/Rankin_Inlet,YBK,CA,,,,AP,Baker Lake
YBL,CYBL,Campbell River Airport,49.9540995,-125.2757203,291,,America/Vancouver,YBL,CA,,,,AP,Campbell River Airport
YBM,,Bronson Creek,56.7,-131,439,,America/Vancouver,YBM,CA,,,,AP,Bronson Creek
YBN,,Borden,46.3,-63.783333,0,,America/Toronto,YBN,CA,Summerside,Prince Edward Island,,AP,Summerside
YBO,CBW4,Bob Quinn Lake,56.966727250000005,-130.2494541,1870,,America/Vancouver,YBO,CA,Ketchikan,Alaska,Ketchikan Gateway Borough,AP,Ketchikan
YBP,ZUYB,Yibin Caiba Airport,28.8015702,104.54960581879803,948,,Asia/Shanghai,YBP,CN,Yibin,Sichuan,,AP,Yibin
YBQ,,Telegraph Harbour,48.9820506,-123.6713198,0,,America/Vancouver,YBQ,CA,,,,AP,Telegraph Harbour
YBR,CYBR,Brandon Municipal Airport,49.907492000000005,-99.95229733,1312,,America/Winnipeg,YBR,CA,Brandon,Manitoba,,AP,Brandon
YBS,CKM8,Musselwhite,52.6081293,-90.3746927,980,,America/Toronto,YBS,CA,,,,AP,Musselwhite
YBT,CYBT,Brochet,57.8904941,-101.6775756,1089,,America/Winnipeg,YBT,CA,,,,AP,Brochet
YBV,CYBV,Berens River Airport,52.3599899,-97.02418005,708,,America/Winnipeg,YBV,CA,,,,AP,Berens River Airport
YBW,CAB3,Springbank,48.75,-123.23333,0,,America/Vancouver,YBW,CA,,,,AP,Springbank
YBX,CYBX,Blanc Sablon,51.441967250000005,-57.18686952,91,,America/Blanc-Sablon,YBX,CA,,,,AP,Blanc Sablon
YBY,CYBF,Bonnyville,54.30508195,-110.7427536,1837,http://town.bonnyville.ab.ca/livingin/airport/index.html,America/Edmonton,YBY,CA,Bonnyville,Alberta,,AP,Bonnyville
YCA,CAH3,Courtenay,49.683334,-124.98333,19,,America/Vancouver,YCA,CA,,,,AP,Courtenay
YCB,CYCB,Cambridge Bay Airport,69.1080144,-105.1376526,42,,America/Cambridge_Bay,YCB,CA,,,,AP,Cambridge Bay Airport
YCC,CYCC,Regional,45.1,-74.566666,183,,America/Toronto,YCC,CA,Cornwall,Ontario,,AP,Cornwall
YCD,CYCD,Nanaimo Airport,49.05294715,-123.8707717,68,,America/Vancouver,YCD,CA,,,,AP,Nanaimo Airport
YCE,CYCE,Centralia,43.283333,-81.48333,839,,America/Toronto,YCE,CA,South Huron,Ontario,,AP,South Huron
YCF,,Cortes Bay,50.0619618,-124.9307509,0,,America/Vancouver,YCF,CA,,,,AP,Cortes Bay
YCG,CYCG,Castlegar Airport,49.2957603,-117.6330645,1617,,America/Vancouver,YCG,CA,Castlegar,British Columbia,,AP,Castlegar
YCH,CYCH,Miramichi,47.0078011,-65.4492035,85,,America/Moncton,YCH,CA,Miramichi,New Brunswick,Northumberland County,AP,Miramichi
YCI,,Caribou Island,61.916668,-113.25,505,,America/Toronto,YCI,CA,,,,AP,Caribou Island
YCJ,,Cape St James,51.933334,-131.01666,0,,America/Vancouver,YCJ,CA,,,,AP,Cape St James
YCK,CYVL,Colville Lake,67.02074845,-126.1286355,869,,America/Yellowknife,YCK,CA,,,,AP,Colville Lake
YCL,CYCL,Charlo,47.990799,-66.3302994,132,,America/Moncton,YCL,CA,Carleton-sur-Mer,Quebec,Gaspesie-Iles-de-la-Madeleine,AP,Carleton-sur-Mer
YCM,CYSN,Niagara District Airport,43.192976900000005,-79.17194175,321,,America/Toronto,YCM,CA,Niagara-on-the-Lake,Ontario,,AP,Niagara-on-the-Lake
YCN,CYCN,Cochrane,49.10794825,-81.01621235,861,,America/Toronto,YCN,CA,,,,AP,Cochrane
YCO,CYCO,Kugluktuk Airport,67.81699259999999,-115.1451439,74,,America/Cambridge_Bay,YCO,CA,,,,AP,Kugluktuk Airport
YCQ,CYCQ,Chetwynd,55.6871986,-121.626998,2000,,America/Dawson_Creek,YCQ,CA,,,,AP,Chetwynd
YCR,CYCR,Cross Lake,54.6089003,-97.7675598,709,,America/Winnipeg,YCR,CA,,,,AP,Cross Lake
YCS,CYCS,Chesterfield Inlet,63.3479211,-90.73376928,32,,America/Rankin_Inlet,YCS,CA,,,,AP,Chesterfield Inlet
YCT,CYCT,Coronation,52.0747079,-111.4478933,2595,,America/Edmonton,YCT,CA,Hanna,Alberta,,AP,Hanna
YCU,ZBYC,Yuncheng Airport,35.018,110.993,1242,,Asia/Shanghai,YCU,CN,Yuncheng,Shanxi Sheng,,AP,Yuncheng
YCV,,Cartierville,45.516666,-73.75,0,,America/Montreal,YCV,CA,,,,AP,Cartierville
YCW,CYCW,Chilliwack Municipalcipal Airport,49.166668,-121.9,32,,America/Vancouver,YCW,CA,Chilliwack,British Columbia,Fraser Valley Regional District,AP,Chilliwack
YCX,,Gagetown,45.766666,-66.166664,0,,America/Moncton,YCX,CA,,,,AP,Gagetown
YCY,CYCY,Clyde River,70.416664,-68.5,87,,America/Iqaluit,YCY,CA,,,,AP,Clyde River
YCZ,CYCZ,Fairmont Hot Springs,50.3280976,-115.8728844,2661,,America/Edmonton,YCZ,CA,Invermere,British Columbia,,AP,Invermere
YDA,CYDA,Dawson City Airport,64.04402830000001,-139.1234988,1215,,America/Dawson,YDA,CA,,,,AP,Dawson City Airport
YDB,CYDB,Burwash Landings,61.35,-139.01666,2647,,America/Whitehorse,YDB,CA,,,,AP,Burwash Landings
YDC,CER3,Industrial Airport,53.2,-114.96667,2776,,America/Edmonton,YDC,CA,Drayton Valley,Alberta,,AP,Drayton Valley
YDE,,Paradise River,53.433334,-57.233334,0,,America/Goose_Bay,YDE,CA,,,,AP,Paradise River
YDF,CYDF,Deer Lake Regional Airport,49.21027,-57.399727,72,,America/St_Johns,YDF,CA,,,,AP,Deer Lake Regional Airport
YDG,CYID,Digby,44.61667,-65.76667,499,,America/Halifax,YDG,CA,Digby,Nova Scotia,,AP,Digby
YDH,,Daniels Harbour,50.216667,-57.583332,0,,America/St_Johns,YDH,CA,,,,AP,Daniels Harbour
YDI,,Davis Inlet,55.933334,-60.95,0,,America/Goose_Bay,YDI,CA,,,,AP,Davis Inlet
YDJ,CJL2,Hatchet Lake,58.660557,-102.539444,1362,,America/Regina,YDJ,CA,,,,AP,Hatchet Lake
YDK,,Main Duck Island,43.933334,-76.61667,0,,America/Toronto,YDK,CA,,,,AP,Main Duck Island
YDL,CYDL,Dease Lake,58.583332,-130.03334,2600,,America/Vancouver,YDL,CA,,,,AP,Dease Lake
YDN,CYDN,Dauphin,51.1,-100.05,999,,America/Winnipeg,YDN,CA,Dauphin,Manitoba,,AP,Dauphin
YDO,CYDO,St Methode,48.86667,-72.23333,372,,America/Montreal,YDO,CA,Dolbeau-Mistassini,Quebec,Saguenay/Lac-Saint-Jean,AP,Dolbeau-Mistassini
YDP,CYDP,Nain,56.55111965,-61.68202142,22,,America/Goose_Bay,YDP,CA,,,,AP,Nain
YDQ,CYDQ,Dawson Creek,55.7414723,-120.1824623,2148,,America/Dawson_Creek,YDQ,CA,Dawson Creek,British Columbia,Peace River Regional District,AP,Dawson Creek
YDR,,Broadview,50.36667,-102.583336,0,,America/Regina,YDR,CA,Esterhazy,Saskatchewan,,AP,Esterhazy
YDS,,Desolation Sound,49.965996,-124.72931,0,,America/Vancouver,YDS,CA,,,,AP,Desolation Sound
YDT,CZBB,Boundary Bay Airport,49.183334,-123.183334,6,http://http://czbb.com/,America/Vancouver,YVR,CA,,,,AP,Boundary Bay Airport
YDU,CJL8,Kasba Lake,60.2919006,-102.501998,1131,,America/Yellowknife,YDU,CA,,,,AP,Kasba Lake
YDV,CZTA,Bloodvein,51.7825305,-96.6918965,721,,America/Winnipeg,YDV,CA,,,,AP,Bloodvein
YDW,CKV4,Obre Lake,60.3203011,-103.126998,1195,,America/Yellowknife,YDW,CA,,,,AP,Obre Lake
YDX,,Doc Creek,52.05,-128.08333,0,,America/Vancouver,YDX,CA,,,,AP,Doc Creek
YEB,CPF2,Bar River,46.417639300000005,-84.09847132,591,,America/Toronto,YEB,CA,Sault Ste. Marie,Ontario,Algoma,AP,Sault Ste. Marie
YEC,RKTY,Yecheon,36.628844799999996,128.3531056,354,,Asia/Seoul,YEC,KR,Mungyeong,Gyeongsangbuk-do,,AP,Mungyeong
YED,,Namao Field,53.5,-113.5,0,,America/Edmonton,YEA,CA,,,,AP,Namao Field
YEG,CYEG,Edmonton International Airport,53.3072596,-113.5838087,2373,http://www.edmontonairports.com/,America/Edmonton,YEA,CA,Leduc,Alberta,,AP,Leduc
YEH,,Yinchuan Helanshan Airport,38.4822,106.0094,3770,,Asia/Shanghai,YEH,CN,Yinchuan,Ningxia Huizu Zizhiqu,,AP,Yinchuan
YEI,LTBR,Yenisehir Airport,40.25584005,29.56209181082114,764,,Europe/Istanbul,YEI,TR,Hamzabey,Bursa,,AP,Hamzabey
YEK,CYEK,Arviat,61.0940808,-94.07115802,32,,America/Rankin_Inlet,YEK,CA,,,,AP,Arviat
YEL,CYEL,Elliot Lake,46.351316499999996,-82.55883995,1087,http://cyelont.tripod.com/cyel/,America/Toronto,YEL,CA,,,,AP,Elliot Lake
YEM,CYEM,East Manitoulin,45.842777,-81.858055,869,,America/Toronto,YEM,CA,Little Current,Ontario,,AP,Little Current
YEN,CYEN,Estevan,49.166668,-102.98333,1905,,America/Regina,YEN,CA,Estevan,Saskatchewan,,AP,Estevan
YEO,EGDY,Yeovilton,51.016666,-2.55,75,,Europe/London,YEO,GB,Sherborne,England,Dorset,AP,Sherborne
YEP,,Estevan Point,49.38333,-126.53333,0,,America/Vancouver,YEP,CA,,,,AP,Estevan Point
YEQ,AYYK,Yenkis,-5.10940055,143.9173608942616,3692,,Pacific/Port_Moresby,YEQ,PG,Wabag,Enga,,AP,Wabag
YER,CYER,Fort Severn,56.033333,-87.833336,48,,America/Toronto,YER,CA,,,,AP,Fort Severn
YES,OISY,Yasouj,30.699774,51.55276,5939,,Asia/Tehran,YES,IR,Yasuj,Kohgiluyeh va Buyer Ahmad,,AP,Yasuj
YET,CYET,Edson,53.57913155,-116.4667328,3043,,America/Edmonton,YET,CA,Edson,Alberta,,AP,Edson
YEU,CYEU,Eureka,79.9941331,-85.80846871,256,,America/Rankin_Inlet,YEU,CA,,,,AP,Eureka
YEV,CYEV,Inuvik Mike Zubko Airport,68.30665,-133.49767,224,,America/Inuvik,YEV,CA,,,,AP,Inuvik Mike Zubko Airport
YEY,CYEY,Amos,48.552223,-78.25,1068,,America/Montreal,YEY,CA,Amos,Quebec,Abitibi-Temiscamingue,AP,Amos
YFA,CYFA,Fort Albany,52.24167,-81.59167,48,,America/Toronto,YFA,CA,,,,AP,Fort Albany
YFB,CYFB,Iqaluit Airport,63.757401900000005,-68.55238357,110,,America/Iqaluit,YFB,CA,,,,AP,Iqaluit Airport
YFC,CYFC,Fredericton International Airport,45.87018365,-66.53510204,68,,America/Moncton,YFC,CA,Oromocto,New Brunswick,,AP,Oromocto
YFE,CYFE,Forestville,48.7455867,-69.0880375,293,,America/Montreal,YFE,CA,Forestville,Quebec,Cote-Nord,AP,Forestville
YFG,CTU2,Fontanges,54.5546983,-71.16879816,1550,,America/Montreal,YFG,CA,,,,AP,Fontanges
YFH,CYFH,Fort Hope,51.5615715,-87.90900401,899,,America/Toronto,YFH,CA,,,,AP,Fort Hope
YFI,CYFI,Firebag,57.26543025,-110.9750718,1762,,America/Edmonton,HZP,CA,,,,AP,Firebag
YFJ,CYWE,Snare Lake,64.1930455,-114.076634,1208,,America/Yellowknife,YFJ,CA,,,,AP,Snare Lake
YFL,CJN8,Fort Reliance,62.7,-109.13333,514,,America/Yellowknife,YFL,CA,,,,AP,Fort Reliance
YFO,CYFO,Flin Flon Airport,54.67692025,-101.6775972,997,,America/Winnipeg,YFO,CA,,,,AP,Flin Flon Airport
YFR,CYFR,Fort Resolution,61.1808014,-113.690002,526,,America/Yellowknife,YFR,CA,,,,AP,Fort Resolution
YFS,CYFS,Fort Simpson,61.7609797,-121.2353302,555,,America/Yellowknife,YFS,CA,,,,AP,Fort Simpson
YFX,CCK4,Fox Harbour (St Lewis),52.36667,-55.683334,74,,America/St_Johns,YFX,CA,,,,AP,Fox Harbour (St Lewis)
YGA,CTU4,Gagnon,51.95,-68.13333,700,,America/Montreal,YGA,CA,,,,AP,Gagnon
YGB,CYGB,Gillies Bay,49.6909262,-124.5066531,326,,America/Vancouver,YGB,CA,,,,AP,Gillies Bay
YGC,CEQ5,Grande Cache,53.91684925,-118.872705,4117,,America/Edmonton,YGC,CA,Grande Cache,Alberta,,AP,Grande Cache
YGE,,Gorge Harbor,50.083332,-124.95,0,,America/Vancouver,YGE,CA,,,,AP,Gorge Harbor
YGG,CAX6,Ganges Harbor,48.85,-123.5,0,,America/Vancouver,YGG,CA,North Cowichan,British Columbia,,AP,North Cowichan
YGH,CYGH,Fort Good Hope,66.2424039,-128.6474082,268,,America/Yellowknife,YGH,CA,,,,AP,Fort Good Hope
YGJ,RJOH,Miho Airport,35.4933476,133.2428347112177,20,,Asia/Tokyo,YGJ,JP,Sakaiminato,Shimane,,AP,Sakaiminato
YGK,CYGK,Kingston/Norman Rogers Airport,44.22465785,-76.59772452,305,http://www.cityofkingston.ca/residents/transportation/airport/index.asp,America/Toronto,YGK,CA,,,,AP,Kingston/Norman Rogers Airport
YGL,CYGL,La Grande Airport,53.629723,-77.70639,639,,America/Montreal,YGL,CA,,,,AP,La Grande Airport
YGM,CYGM,Gimli,50.666668,-97,753,,America/Winnipeg,YGM,CA,,,,AP,Gimli
YGN,CYGN,Greenway Sound,50.85,-126.85,0,,America/Vancouver,YGN,CA,,,,AP,Greenway Sound
YGO,CYGO,Gods Lake Narrows Airport,54.5588933,-94.4913969,617,,America/Winnipeg,YGO,CA,,,,AP,Gods Lake Narrows Airport
YGP,CYGP,Michel-Pouliot Gaspe Airport,48.766666,-64.48333,112,,America/Montreal,YGP,CA,Gaspe,Quebec,Gaspesie-Iles-de-la-Madeleine,AP,Gaspe
YGQ,CYGQ,Geraldton,49.733334,-86.95,1144,,America/Toronto,YGQ,CA,,,,AP,Geraldton
YGR,CYGR,Iles De La Madeleine,47.36667,-61.9,35,,America/Halifax,YGR,CA,Souris,Prince Edward Island,,AP,Souris
YGS,,Germansen,55.767659,-124.6928225,0,,America/Vancouver,YGS,CA,,,,AP,Germansen
YGT,CYGT,Igloolik Airport,69.36376179999999,-81.81482447,174,,America/Iqaluit,YGT,CA,,,,AP,Igloolik Airport
YGV,CYGV,Havre St Pierre,50.283493899999996,-63.60387559,124,,America/Montreal,YGV,CA,,,,AP,Havre St Pierre
YGW,CYGW,Kuujjuarapik Airport,55.2824753,-77.75632599,34,,America/Montreal,YGW,CA,,,,AP,Kuujjuarapik Airport
YGX,CYGX,Gillam,56.356811949999994,-94.71217963,476,,America/Winnipeg,YGX,CA,,,,AP,Gillam
YGY,,Deception,62.1139505,-74.5616874,0,,America/Montreal,YGY,CA,,,,AP,Deception
YGZ,CYGZ,Grise Fiord,76.42610205,-82.90958377,146,,America/Iqaluit,YGZ,CA,,,,AP,Grise Fiord
YHA,CCP4,Port Hope Simpson,52.52758035,-56.280771,347,,America/St_Johns,YHA,CA,,,,AP,Port Hope Simpson
YHB,CYHB,Hudson Bay,52.86667,-102.416664,1175,,America/Regina,YHB,CA,Hudson Bay,Saskatchewan,,AP,Hudson Bay
YHC,,Hakai Pass,51.733334,-128.11667,0,,America/Vancouver,YHC,CA,,,,AP,Hakai Pass
YHD,CYHD,Dryden Regional Airport,49.783333,-92.833336,1354,,America/Winnipeg,YHD,CA,,,,AP,Dryden Regional Airport
YHE,CYHE,Hope,49.416668,-121.416664,128,,America/Vancouver,YHE,CA,Hope,British Columbia,,AP,Hope
YHF,CYHF,Hearst,49.714139700000004,-83.68811012,827,,America/Toronto,YHF,CA,,,,AP,Hearst
YHG,,Charlottetown,52.766666,-56.1,0,,America/St_Johns,YHG,CA,,,,AP,Charlottetown
YHH,CAE3,Harbor SPB,49.94639,-125.26556,0,,America/Vancouver,YBL,CA,,,,AP,Harbor SPB
YHI,CYHI,Holman,70.71667,-117.71667,117,,America/Yellowknife,YHI,CA,,,,AP,Holman
YHJ,ZSYH,Nanchang Yaohu Airport,28.700972,116.107694,50,,Asia/Shanghai,YHJ,CN,,,,AP,Nanchang Yaohu Airport
YHK,CYHK,Gjoa Haven Airport,68.6368488,-95.85487461,152,,America/Cambridge_Bay,YHK,CA,,,,AP,Gjoa Haven Airport
YHM,CYHM,Hamilton Airport,43.16138,-79.92631,780,http://www.flyhi.ca/,America/Toronto,YTO,CA,Ancaster,Ontario,,AP,Ancaster
YHN,CYHN,Hornepayne,49.1931,-84.7589035,1099,,America/Toronto,YHN,CA,,,,AP,Hornepayne
YHO,CYHO,Hopedale,55.4487663,-60.23073682,39,,America/Goose_Bay,YHO,CA,,,,AP,Hopedale
YHP,CYHP,Poplar Hill,52.11288365,-94.25558169,1095,,America/Winnipeg,YHP,CA,,,,AP,Poplar Hill
YHR,CYHR,Chevery,50.5,-59.5,39,,America/Blanc-Sablon,YHR,CA,,,,AP,Chevery
YHS,CAP3,Sechelt,49.4617472,-123.7249873,340,,America/Vancouver,YHS,CA,,,,AP,Sechelt
YHT,CYHT,Haines Junction,60.75,-137.5,2150,,America/Whitehorse,YHT,CA,Haines Junction,Yukon,,AP,Haines Junction
YHU,CYHU,St. Hubert Airport,45.5,-73.6,90,http://www.dashl.ca/,America/Montreal,YMQ,CA,,,,AP,St. Hubert Airport
YHY,CYHY,Hay River,60.83957225,-115.7820722,541,,America/Yellowknife,YHY,CA,,,,AP,Hay River
YHZ,CYHZ,Halifax Stanfield International Airport,44.8767923,-63.512633,477,http://www.hiaa.ca/,America/Halifax,YHZ,CA,Cole Harbour,Nova Scotia,,AP,Cole Harbour
YIA,WAHI,Yogyakarta International Airport,-7.89983735,110.05119439547553,24,,Asia/Jakarta,YIA,ID,Srandakan,Daerah Istimewa Yogyakarta,,AP,Srandakan
YIB,CYIB,Atikokan,48.773680999999996,-91.63782116,1408,http://www.atikokaninfo.com/community/transportation/airport/,America/Atikokan,YIB,CA,,,,AP,Atikokan
YIC,ZSYC,Yichun Mingyueshan Airport,27.802212400000002,114.30823201252983,430,,Asia/Shanghai,YIC,CN,Hutian,Jiangxi Sheng,,AP,Hutian
YIE,ZBES,Arxan Yiershi Airport,47.31,119.910835,2925,,Asia/Shanghai,YIE,CN,Wenquan,Inner Mongolia,,AP,Wenquan
YIF,CYIF,Pakuashipi,51.209919549999995,-58.65734963,20,,America/Blanc-Sablon,YIF,CA,,,,AP,Pakuashipi
YIG,CAF6,Big Bay Marina,50.38333,-125.13333,0,,America/Vancouver,YIG,CA,,,,AP,Big Bay Marina
YIH,ZHYC,Yichang Sanxia Airport,30.5526031,111.48149557919456,673,http://www.sanxiaairport.com/,Asia/Shanghai,YIH,CN,Yunchi,Hubei,,AP,Yunchi
YIK,CYIK,Ivujivik,62.416668,-76.083336,126,,America/Montreal,YIK,CA,,,,AP,Ivujivik
YIN,ZWYN,Yining Airport,43.9564347,81.32869644640027,0,,Asia/Shanghai,YIN,CN,Dadamtu,Xinjiang Uygur Zizhiqu,,AP,Dadamtu
YIO,CYIO,Pond Inlet Airport,72.68932480000001,-77.96982812,181,,America/Iqaluit,YIO,CA,,,,AP,Pond Inlet Airport
YIP,KYIP,Willow Run Airport,42.23492795,-83.52605022,716,,America/Detroit,DTT,US,Belleville,Michigan,Wayne County,AP,Belleville
YIV,CYIV,Island Lake Airport,54.2,-94.78333,770,,America/Winnipeg,YIV,CA,,,,AP,Island Lake Airport
YIW,ZSYW,Yiwu Airport,29.342204799999998,120.02868898781665,262,,Asia/Shanghai,YIW,CN,Yiwu,Zhejiang Sheng,,AP,Yiwu
YJA,CYJA,Jasper Airport,52.9972169,-118.0612726,3350,,America/Edmonton,YJA,CA,Jasper Park Lodge,Alberta,,AP,Jasper Park Lodge
YJF,CYJF,Fort Liard,60.23598605,-123.4700786,708,,America/Yellowknife,YJF,CA,,,,AP,Fort Liard
YJN,CYJN,St Jean,45.333332,-73.333336,136,,America/Montreal,YJN,CA,Saint-Jean-sur-Richelieu,Quebec,Monteregie,AP,Saint-Jean-sur-Richelieu
YJO,,Johnny Mountain,56.666668,-131.11667,0,,America/Vancouver,YJO,CA,,,,AP,Johnny Mountain
YJP,CEC4,Jasper-hinton,53.319168,-117.75306,4006,,America/Edmonton,YJP,CA,Hinton,Alberta,,AP,Hinton
YJS,ZKSE,Samjiyon,41.90659475,128.4101275564893,4547,,Asia/Pyongyang,YJS,KP,Changbai,Jilin Sheng,,AP,Changbai
YJT,CYJT,Stephenville,48.543099299999994,-58.55935518,84,,America/St_Johns,YJT,CA,Stephenville,Newfoundland and Labrador,,AP,Stephenville
YKA,CYKA,Kamloops Airport,50.7051481,-120.441599,1133,,America/Vancouver,YKA,CA,Kamloops,British Columbia,,AP,Kamloops
YKC,CYKC,Collins Bay,44.25,-76.6,1341,,America/Regina,YKC,CA,Kingston,Ontario,,AP,Kingston
YKD,CYKM,Township Airport,44.20139,-81.60667,772,http://www.kincardineairport.com/,America/Toronto,YKD,CA,Wingham,Ontario,,AP,Wingham
YKE,CJT3,Knee Lake,53.05,-94.666664,625,,America/Winnipeg,YKE,CA,,,,AP,Knee Lake
YKF,CYKF,Region of Waterloo International Airport,43.455854849999994,-80.38573581,1055,http://www.waterlooairport.ca/,America/Toronto,YKF,CA,Cambridge,Ontario,,AP,Cambridge
YKG,CYAS,Kangirsuk Airport,60.0292262,-69.99784334,403,,America/Montreal,YKG,CA,,,,AP,Kangirsuk Airport
YKH,ZYYK,Yingkou Lanqi Airport,40.54587515,122.36111194233801,0,,Asia/Shanghai,YKH,CN,Qingshiling,Liaoning,,AP,Qingshiling
YKI,,Kennosao Lake,58.98,23.86,0,,America/Winnipeg,YKI,CA,Uuemoisa,Laeaene,Ridala Parish,AP,Uuemoisa
YKJ,CYKJ,Key Lake,57.2560997,-105.617996,1679,,America/Regina,YKJ,CA,,,,AP,Key Lake
YKK,CAP7,Kitkatla,53,-130,0,,America/Vancouver,YKK,CA,,,,AP,Kitkatla
YKL,CYKL,Schefferville Airport,54.783333,-64.816666,1709,,America/Montreal,YKL,CA,,,,AP,Schefferville Airport
YKM,KYKM,Yakima Air Terminal,46.566810149999995,-120.5367982,1099,,America/Los_Angeles,YKM,US,Yakima,Washington,Yakima County,AP,Yakima
YKN,KYKN,Chan Gurney,42.916943,-97.38639,1306,http://www.cityofyankton.org/publicworks/airport/,America/Chicago,YKN,US,Yankton,South Dakota,Yankton County,AP,Yankton
YKO,LTCW,Hakkari–Yüksekova Airport,37.551828900000004,44.23310235139638,6400,,Europe/Istanbul,YKO,TR,Yuksekova,Hakkari,,AP,Yuksekova
YKQ,CYKQ,Waskaganish Airport,51.4733523,-78.7545877,80,,America/Montreal,YKQ,CA,,,,AP,Waskaganish Airport
YKS,UEEE,Yakutsk Airport,62.091462500000006,129.76969577334057,325,,Asia/Yakutsk,YKS,RU,Markha,Sakha,,AP,Markha
YKT,,Klemtu,52.5936075,-128.521423,0,,America/Vancouver,YKT,CA,,,,AP,Klemtu
YKU,CSU2,Chisasibi,53.805560400000005,-78.91756505,43,,America/Montreal,YKU,CA,,,,AP,Chisasibi
